Absolute Time,Time Elapsed,Temperature,Vref,Average Output

25/05/2020 at 12:54:40,0.0,41.63557643456453,0.9433040078201369,508.31326
25/05/2020 at 12:54:47,6.0,41.63557643456453,0.9433040078201369,488.5535
25/05/2020 at 12:54:50,10.0,41.63557643456453,0.9433040078201369,484.3511
25/05/2020 at 12:54:53,13.0,41.63557643456453,0.9433040078201369,483.07175
25/05/2020 at 12:54:56,16.0,41.63557643456453,0.9433040078201369,482.29752
25/05/2020 at 12:54:59,19.0,41.63557643456453,0.9433040078201369,481.76373
25/05/2020 at 12:55:17,36.0,41.63557643456453,0.9433040078201369,558.62946
25/05/2020 at 12:55:21,41.0,41.57591631627085,0.9433040078201369,559.5987
25/05/2020 at 12:55:24,44.0,41.57591631627085,0.9433040078201369,558.8802
25/05/2020 at 12:55:41,60.0,41.57591631627085,0.9433040078201369,486.63837
25/05/2020 at 12:55:45,65.0,41.57591631627085,0.9433040078201369,478.64966
25/05/2020 at 12:55:48,68.0,41.57591631627085,0.9433040078201369,478.00656
25/05/2020 at 12:55:52,71.0,41.10436036240556,0.9433040078201369,476.22208
25/05/2020 at 12:55:57,76.0,40.58564465931099,0.9433040078201369,487.05807
25/05/2020 at 12:56:00,80.0,40.30265745799454,0.9433040078201369,490.7067
25/05/2020 at 12:56:04,83.0,40.13459260134588,0.9433040078201369,493.96005
25/05/2020 at 12:56:07,87.0,40.0232570098668,0.9433040078201369,496.9062
25/05/2020 at 12:56:10,90.0,39.857300891665396,0.9433040078201369,499.18924
25/05/2020 at 12:56:14,93.0,39.802258665180545,0.9433040078201369,500.90985
25/05/2020 at 12:56:17,96.0,39.69258480585453,0.9433040078201369,502.24835
25/05/2020 at 12:56:20,100.0,39.58345388864937,0.9433040078201369,503.61078
25/05/2020 at 12:56:23,103.0,39.474860564349,0.9433040078201369,504.78528
25/05/2020 at 12:56:26,106.0,39.420763849460435,0.9433040078201369,505.79605
25/05/2020 at 12:56:29,109.0,39.31296705639732,0.9433040078201369,506.81314
25/05/2020 at 12:56:32,112.0,39.25926568939127,0.9433040078201369,507.93326
25/05/2020 at 12:56:35,115.0,39.20569482401323,0.9433040078201369,508.754
25/05/2020 at 12:56:39,118.0,39.09894207178738,0.9433040078201369,509.46124
25/05/2020 at 12:56:42,121.0,39.045758933194875,0.9433040078201369,509.9711
25/05/2020 at 12:56:45,124.0,38.9927037926529,0.9433040078201369,510.47806
